Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
96975d57-1693-7ab0-f9f1-c843cbcb7581,1990-08-11,,999-37-4984,S99923442,X62628336X,Mr.,Cyril535,Heathcote539,,,M,white,nonhispanic,M,North Attleborough  Massachusetts  US,1027 Cartwright Trailer Apt 18,Brockton,Massachusetts,Plymouth County,02351,42.07826030752474,-71.02865401270398,476936.16,0.00,21909
020e6fc2-9ea8-7ba8-2155-d157acfee1ba,1980-04-04,,999-15-8797,S99962804,X5626394X,Mr.,Eloy929,Treutel973,,,M,black,nonhispanic,M,Newton  Massachusetts  US,267 Will Path Unit 87,Sagamore,Massachusetts,Barnstable County,02561,41.804391631278044,-70.58549684331861,1054162.48,7449.89,31826
095d0580-375d-977f-5485-f4491725494a,1961-01-14,2018-01-12,999-94-4330,S99935364,X88404453X,Mrs.,Janette321,Conroy74,,Rutherford999,M,white,nonhispanic,F,Boston  Massachusetts  US,433 Nolan Street,Springfield,Massachusetts,Hampden County,01118,42.13113246485251,-72.5383393141913,1636429.55,393492.40,90506
41dc73b5-9501-2365-98c3-f1c686cda486,2012-10-18,,999-98-3826,,,,Louisa875,Gorczany269,,,,black,nonhispanic,F,Newton  Massachusetts  US,969 Boyer Common Apt 18,Boston,Massachusetts,Suffolk County,02130,42.33421485461585,-71.0621592027117,246434.65,610.72,62820
67e2c25d-cb5d-785c-40fd-cd35a42828eb,1970-04-04,,999-96-4990,S99949488,X59644919X,Mrs.,Cleopatra935,Bogan287,,Krajcik437,M,white,nonhispanic,F,Lowell  Massachusetts  US,1029 Mante Haven Apt 45,Millbury,Massachusetts,Worcester County,,42.14944139476778,-71.76469261694426,2517644.42,281723.58,40071
9b0f0cd0-0982-727a-b06f-5efb7e2837aa,2017-01-04,,999-67-7481,,,,Sonja137,Nader710,,,,white,nonhispanic,F,Weston  Massachusetts  US,485 Reinger Ramp Unit 1,Nantucket,Massachusetts,Nantucket County,02554,41.29027516670556,-70.13569746466338,166683.17,165.60,187199
3689f92c-bd20-69bf-0020-85bf6c3466c1,1953-11-16,,999-21-1890,S99937699,X27500492X,Mrs.,Kia427,Franecki195,,Mayer370,M,white,nonhispanic,F,Boston  Massachusetts  US,842 Murray Bay Apt 26,Northampton,Massachusetts,Hampshire County,01053,42.317697036979666,-72.69621352533663,2530298.76,222047.89,81888
01615d58-5881-87ba-ab4b-5aa658e7c4ae,1951-02-14,2022-05-13,999-39-5501,S99956066,X38322760X,Mrs.,Billy698,Kessler503,,O'Connell601,M,white,nonhispanic,F,Novosibirsk  Novosibirsk Oblast  RU,881 Kreiger Trail Apt 52,Easthampton,Massachusetts,Hampshire County,01027,42.30145179815644,-72.74191520324703,2715125.91,610862.05,74125
2ba875bf-a73e-35b5-548a-645fd05715ee,1974-10-14,,999-68-6581,S99925672,X56131008X,Mr.,Walton167,Walsh511,,,M,black,nonhispanic,M,Westwood  Massachusetts  US,801 Bernier Vista Unit 80,Haverhill,Massachusetts,Essex County,,42.78310262190475,-71.0448826093895,1028971.10,1208.34,27349
1e2d2cf7-ff85-0e3d-df76-59e552201c6c,1970-11-02,,999-93-5370,S99913032,X47612373X,Mrs.,Vanda440,Fritsch593,,Monahan736,M,white,nonhispanic,F,Boston  Massachusetts  US,459 Wuckert Manor,North Scituate,Massachusetts,Plymouth County,02060,42.19663377082017,-70.77347173019318,2100989.75,385719.50,94366
6b8e767d-27b1-2fbd-079d-8c6c5b9b3247,1988-05-14,,999-41-3417,S99998925,X64406885X,Mr.,Giovanni385,Herzog843,,,M,white,nonhispanic,M,Haverhill  Massachusetts  US,509 Wehner Road Suite 99,Arlington,Massachusetts,Middlesex County,02474,42.45672317712603,-71.16937373963805,843336.05,1365.28,139535
7877912c-fa6e-d37f-0e52-404bc76486d9,2019-08-27,,999-12-5785,,,,Amos720,Paucek755,,,,white,nonhispanic,M,Brockton  Massachusetts  US,457 Robel Promenade,New Bedford,Massachusetts,Bristol County,,41.675449552409894,-70.97514465973549,81953.09,3198.59,74332
e41a624f-992e-41d3-e70b-ef3957902723,1997-03-08,,999-91-1451,S99980891,X85749757X,Mr.,Reed154,Medhurst46,,,,white,nonhispanic,M,Framingham  Massachusetts  US,972 Cassin Plaza,North Westport,Massachusetts,Bristol County,,41.6274690642833,-71.15889950914435,636587.48,12830.97,126452
d2c60ef2-c439-294a-3338-6767bb3331db,1961-09-14,,999-20-7128,S99952836,X51564001X,Mr.,Xavier983,Moore224,,,S,white,nonhispanic,M,Acushnet  Massachusetts  US,721 Pollich Way,Norwood,Massachusetts,Norfolk County,,42.1765070333017,-71.15458729797697,2567700.49,117902.78,132071
8d1a5c41-6a1f-0732-1692-ac0eaa5d1371,1959-06-28,,999-49-1086,S99999704,X80670260X,Mr.,Vance413,Erdman779,,,M,black,nonhispanic,M,Hopkinton  Massachusetts  US,431 Miller Avenue,Lowell,Massachusetts,Middlesex County,,42.66707710789763,-71.27453501180761,2132671.67,97194.31,121523
c44db319-68b4-6036-3c66-1315804adf3c,1961-01-14,,999-95-7754,S99977335,X46890825X,Mrs.,Janett802,Beahan375,,Johns824,M,white,nonhispanic,F,Stoughton  Massachusetts  US,123 Ondricka Harbor Unit 96,Springfield,Massachusetts,Hampden County,01118,42.19742784334104,-72.57962979756584,2372447.23,235442.80,90506
2d48d28e-354d-8e69-e305-af4510f552e5,1967-11-16,,999-14-6630,S99936965,X39305803X,Mr.,Dominique369,Auer97,,,M,white,nonhispanic,M,Winchester  Massachusetts  US,1095 Barrows Avenue,Hingham,Massachusetts,Plymouth County,,42.240981341881195,-70.858794313745,1415414.65,25842.20,31427
eff352b1-7111-0693-b667-a31de76a2b9f,2001-11-19,,999-90-9379,S99930644,X72254085X,Ms.,Marine542,Lueilwitz711,,,,white,nonhispanic,F,Dracut  Massachusetts  US,845 Dare Street,Westminster,Massachusetts,Worcester County,,42.506171226631665,-71.93667309294054,478898.30,20065.12,177259
b93f6d01-27b9-1cf2-2fc7-fbc739ae535f,1951-02-14,,999-64-3676,S99919210,X15158242X,Mrs.,Izola651,Feest103,,Wuckert783,M,white,nonhispanic,F,St Petersburg  St Petersburg  RU,426 Stroman Byway Apt 0,Easthampton,Massachusetts,Hampshire County,01027,42.322225519579916,-72.71760863211927,2670576.38,474145.54,74125
011d1045-d66a-031c-32a5-050d4d90c012,2015-10-22,,999-66-3593,,,,Tobi258,Parisian75,,,,white,nonhispanic,F,Foxborough  Massachusetts  US,116 Rice Harbor,Hingham,Massachusetts,Plymouth County,,42.233298551820496,-70.87643548081107,213138.74,4547.49,601012
e6ba3f09-ad17-0861-4bcf-0b35b5ed5c79,2006-04-10,,999-42-2886,S99975833,,,Jennell254,Ziemann98,,,,white,nonhispanic,F,Brookline  Massachusetts  US,793 Hickle Wynd Unit 87,Oak Bluffs,Massachusetts,Dukes County,,41.49059625582523,-70.60230181682836,421163.67,1879.10,32857
3012d5bf-b7b9-55f8-2870-fd854ab2aeb2,2010-07-11,,999-61-1053,,,,Lavina533,Stracke611,,,,white,nonhispanic,F,Boston  Massachusetts  US,722 Stanton Gate Unit 61,Lynnfield,Massachusetts,Essex County,01940,42.505242003922554,-71.0738958694203,307586.77,3793.39,172178
bd0cfb3a-f0fc-ba5d-0215-d459ee8b3cb1,1963-07-04,2009-01-16,999-53-8542,S99953439,X12926585X,Mr.,Rickie717,Hane680,,,M,white,nonhispanic,M,Bridgewater  Massachusetts  US,669 Streich Trail,Millis-Clicquot,Massachusetts,Norfolk County,,42.15878057695914,-71.38887105257555,1287654.45,1492.52,120161
78a92984-0140-e2a3-fd81-268cf751fb9d,1991-03-31,,999-63-2276,S99930072,X45207719X,Mr.,Corey514,Schroeder447,,,M,white,nonhispanic,M,Brookline  Massachusetts  US,153 Rippin Corner,Newton,Massachusetts,Middlesex County,02465,42.292904595465906,-71.24035496490566,801965.27,4557.79,378000
edb154aa-3341-0551-1287-8c047e78a9d1,1980-08-17,,999-75-6928,S99938926,X41811629X,Mrs.,Candida654,Rogahn59,,Parker433,M,white,nonhispanic,F,Auburn  Massachusetts  US,787 Kilback Terrace,Westfield,Massachusetts,Hampden County,,42.11170929110604,-72.80231993022937,2056075.62,290985.76,102991
a55e67c6-427a-5837-57eb-3d42549bafea,1993-09-30,,999-95-9667,S99996604,X43547317X,Mrs.,Yuri475,Brown30,,Moen819,M,white,nonhispanic,F,Pocasset  Massachusetts  US,1019 Corkery Light,Attleboro,Massachusetts,Bristol County,02861,41.91589872748357,-71.32746161374446,1139581.46,91996.74,81568
d5f0ed7e-84c4-9aec-312c-8919c4a0bca5,2005-11-13,,999-85-3401,S99951507,,,Janna498,Mosciski958,,,,black,nonhispanic,F,Littleton  Massachusetts  US,431 Parker Trafficway Apt 72,Lakeville,Massachusetts,Plymouth County,,41.84038920727942,-70.92571947417122,405227.22,1397.24,90989
cbcf3c2e-b578-8d23-7823-2ce51b72fcf9,1966-01-05,,999-12-5689,S99987304,X65783741X,Mr.,Jerrell6,Stamm704,,,M,white,nonhispanic,M,Boston  Massachusetts  US,412 Kemmer Row Suite 19,Walpole,Massachusetts,Norfolk County,,42.135779889967026,-71.24087833474151,1621337.80,162455.61,143812
09280e20-2d35-712e-100a-2e5eb78f9760,1997-10-21,,999-11-2123,S99961951,X42400737X,Mr.,Cliff504,Kutch271,,,,white,nonhispanic,M,Fall River  Massachusetts  US,854 Zemlak Trailer Apt 45,Pittsfield,Massachusetts,Berkshire County,,42.4030661350416,-73.2963704213099,1143136.65,0.00,26396
bd376e6e-44b0-4598-788d-efd28f18367e,1969-06-30,1970-01-02,999-77-8148,,,,Antione404,Beatty507,,,,white,nonhispanic,M,Brookline  Massachusetts  US,478 Jones Annex Apt 79,Brockton,Massachusetts,Plymouth County,02302,42.110283257221475,-70.97715983507507,28727.77,0.00,47276
26d18ce6-930e-739d-95a4-64ea13e67319,2017-11-07,,999-41-8353,,,,Trevor374,Kuhn96,,,,white,nonhispanic,M,Everett  Massachusetts  US,765 Gutkowski Rest Apt 51,Middleborough,Massachusetts,Plymouth County,,41.8586969624215,-70.85171804159795,133750.04,237.12,87035
392c4ee1-280b-838f-35cb-ae1b940cd224,1963-07-04,,999-78-4355,S99915054,X31986657X,Mr.,Tory770,Beatty507,,,M,white,nonhispanic,M,Ware  Massachusetts  US,1032 Becker Trace Apt 58,Millis-Clicquot,Massachusetts,Norfolk County,,42.21196361071971,-71.38626996628443,1607600.26,37560.53,120161
4db96080-c8c2-cdc9-f315-3a7ad459fd0b,1976-12-31,,999-66-5713,S99973508,X58024886X,Mrs.,Carolina179,Quezada963,,Franco581,M,asian,hispanic,F,Juarez  Chihuahua  MX,430 Paucek Green,Boston,Massachusetts,Suffolk County,02132,42.30493832566113,-71.11511175344054,1599764.79,225463.92,60164
c32c9e61-5ed8-24c2-cbed-130efa304973,1991-11-16,,999-69-6236,S99929412,X51876198X,Mrs.,Leia529,Gerhold939,,Ledner144,M,white,nonhispanic,F,Westford  Massachusetts  US,775 Bartell Mall,Everett,Massachusetts,Middlesex County,02148,42.38470437614695,-71.07978883810942,1190201.82,24415.64,63529
90072cdd-899a-b286-c74f-0a0096732864,2002-06-12,,999-81-6054,S99998245,X77631103X,Mr.,Drew592,Bergnaum523,,,,asian,nonhispanic,M,Osaka  Osaka  JP,244 Waelchi Bypass,Randolph,Massachusetts,Norfolk County,,42.17640269098432,-71.03116873045518,66737.75,54105.32,13634
69c84f6d-4932-d4e4-0342-c7e688216e78,1971-01-19,,999-13-9482,S99914497,X48670947X,Mrs.,Teri144,Harber290,,Gleason633,M,white,nonhispanic,F,Chicopee  Massachusetts  US,412 Reinger Knoll Unit 76,Rowe,Massachusetts,Franklin County,,42.705941312857874,-72.94993492594313,2997152.45,199936.77,44448
ba13efca-f259-b4ed-a500-55dd9c223d78,1979-08-21,,999-28-9648,S99926124,X39448574X,Mr.,Osvaldo336,Pfeffer420,,,M,white,nonhispanic,M,Wellesley  Massachusetts  US,689 Glover Trail,Milton,Massachusetts,Norfolk County,,42.25742656528785,-71.05190859787723,1099569.67,11644.86,884170
bc2ded72-a742-c2a9-1b63-4ace6f3180c4,1971-04-26,,999-97-3620,S99996907,X85132086X,Mr.,Ricky354,Kohler843,,,M,white,hispanic,M,Boston  Massachusetts  US,688 Bernhard Gateway Apt 9,Boston,Massachusetts,Suffolk County,02136,42.35271039492158,-71.05038180152951,1379458.47,6346.48,48579
2e506d8d-f45e-28ac-4f4c-41278706c9ad,1969-06-30,2019-12-22,999-59-6359,S99914663,X34716137X,Mr.,Jan231,Stark857,,,M,white,nonhispanic,M,Stoughton  Massachusetts  US,342 Durgan Viaduct Suite 40,Brockton,Massachusetts,Plymouth County,,42.10775400929505,-71.01612692384087,1698773.17,25267.64,47276
c095175f-f6a9-82b9-de7f-a9707c584d4f,1938-09-09,2017-04-15,999-98-3854,S99977033,X18067321X,Mr.,Emanuel231,Auer97,,,M,asian,nonhispanic,M,Attleboro  Massachusetts  US,192 Corkery Spur Suite 27,Arlington,Massachusetts,Middlesex County,02474,42.40309930961134,-71.15677876513627,3142869.57,1690300.00,151968
c0b7fc06-b79d-bcdf-96a4-0b1e574e7e88,2018-10-16,,999-78-4598,,,,Tiffiny991,McClure239,,,,white,nonhispanic,F,Boston  Massachusetts  US,107 Ritchie Tunnel,Fairhaven,Massachusetts,Bristol County,,41.67876816507285,-70.90722073441397,104799.19,0.00,31725
adb110f3-055a-f79a-bec5-7b429a3f69df,1957-08-14,,999-42-2685,S99983401,X27934802X,Mrs.,Rose199,Cartwright189,,Moen819,M,white,nonhispanic,F,Malden  Massachusetts  US,181 Conn Byway,Lexington,Massachusetts,Middlesex County,02420,42.44359754297565,-71.20517524464121,2276269.92,220096.13,934686
7c6dfe04-22f2-c0ea-c08d-4b2c93827303,2017-08-30,,999-38-4145,,,,Adrianne466,Murazik203,,,,white,nonhispanic,F,Lancaster  Massachusetts  US,749 Dickens Burg,Wilmington,Massachusetts,Middlesex County,01887,42.61050508558513,-71.13202811043075,128305.47,0.00,85614
f2878dc7-e861-67c6-bad6-12f716c6e104,2017-08-07,,999-60-5525,,,,Kenyatta61,Labadie908,,,,asian,nonhispanic,F,Wakefield  Massachusetts  US,248 Hoppe Mill,Westford,Massachusetts,Middlesex County,,42.608552860094264,-71.4386907446349,137931.01,240.60,56419
4cf6530d-8c4c-19ca-e623-256cc1a2d713,2010-01-07,,999-26-5442,,,,Sherri495,Bogan287,,,,asian,nonhispanic,F,Worcester  Massachusetts  US,892 Kris Ranch Unit 36,Boston,Massachusetts,Suffolk County,02121,42.33585917933073,-71.02309537103201,28510.46,10210.34,2891
b56c8f49-4bbf-978d-de28-05924ea5ffaa,1974-09-07,,999-62-5960,S99915239,X40126398X,Mrs.,Jessenia588,Adams676,,Koch169,M,white,nonhispanic,F,Wilmington  Massachusetts  US,962 Renner Burg Suite 42,Framingham,Massachusetts,Middlesex County,01701,42.302883821570205,-71.43598836716303,2031763.30,477520.44,26961
1214fe1b-e2e7-73a2-930f-bb814b6b0808,1957-09-08,1971-12-17,999-77-9960,,,,Nathanael908,Hoppe518,,,,black,nonhispanic,M,Melrose  Massachusetts  US,329 Dibbert Manor,Boston,Massachusetts,Suffolk County,02152,42.3558856802789,-70.99682557182742,354718.66,0.00,593137
d9900897-c5bb-f98e-7388-af160b5e8da8,1957-10-21,,999-22-3774,S99949427,X35860633X,Mrs.,Serena400,Yundt842,,Kuhn96,M,white,nonhispanic,F,Pittsfield  Massachusetts  US,179 Fritsch Viaduct,Shrewsbury,Massachusetts,Worcester County,,42.31617709530548,-71.74583668039183,3131012.20,13433.71,30225
91ee7214-fb78-52be-301c-97cd93c55b74,1969-06-30,,999-62-2742,S99916285,X54600311X,Mr.,Jeramy610,Legros616,,,S,white,nonhispanic,M,Somerville  Massachusetts  US,692 Yost Manor Unit 71,Brockton,Massachusetts,Plymouth County,,42.07303433566268,-71.05964319171301,1347968.87,1702.54,47276
6877fd82-65c9-d99f-bbb0-e9e40ec1b066,2018-05-07,,999-31-9507,,,,Scot349,Yost751,,,,other,nonhispanic,M,Newton  Massachusetts  US,197 Beatty Ferry Apt 76,Natick,Massachusetts,Middlesex County,,42.253239785924364,-71.32892149269911,110276.43,1774.15,143263
286985b5-9893-e31c-abf7-84504340726c,2003-06-03,,999-33-8425,S99940908,,Mr.,Randell912,Beer512,,,,asian,nonhispanic,M,Beijing  Beijing Municipality  CN,853 Goyette Path Apt 97,Billerica,Massachusetts,Middlesex County,,42.523703300477536,-71.25572366139129,508258.00,900.03,105639
a89a86da-a107-a679-c50f-84204ed4fea9,1983-06-05,,999-14-2168,S99966382,X75108748X,Mr.,Eugenio846,Reilly981,,,M,white,nonhispanic,M,Acton  Massachusetts  US,1097 Smith Way Apt 52,Boston,Massachusetts,Suffolk County,02118,42.279475301888425,-71.06380193915744,1355842.43,26568.19,38977
2de0f305-7bff-ea03-bd8e-0b10c25fb5ed,1978-08-09,,999-20-3443,S99960060,X34306292X,Mr.,Tyson541,Morar593,,,S,asian,nonhispanic,M,Yokohama  Kanagawa  JP,496 Bauch Meadow,North Reading,Massachusetts,Middlesex County,,42.53697604806816,-71.08616344324618,1198340.55,57019.93,52510
da0dcc61-5db8-532e-427b-e1a4b30e5c29,1969-02-05,,999-57-5746,S99976914,X9752485X,Mrs.,An125,Buckridge80,,Brown30,M,white,hispanic,F,Ashland  Massachusetts  US,815 O'Keefe Esplanade Apt 76,Natick,Massachusetts,Middlesex County,,42.283515864134024,-71.36684322511985,2581035.03,391022.40,72363
0f45308c-dee5-1198-bc74-8124795f12ea,2019-01-17,,999-32-4300,,,,Stevie682,Moore224,,,,white,nonhispanic,M,Ayer  Massachusetts  US,264 Bechtelar Camp,Somerset,Massachusetts,Bristol County,,41.75549127421301,-71.0974260213916,103857.82,0.00,48483
a10e8051-f8ca-0956-ad8c-720ad0c80a68,1997-05-02,,999-37-9112,S99950648,X12249909X,Mr.,Billie243,Bernier607,,,,white,nonhispanic,M,Agawam  Massachusetts  US,590 Harris Gateway,Pepperell,Massachusetts,Middlesex County,,42.64180417122391,-71.62183494253566,620823.26,28005.28,839947
e9a55516-2b56-0849-c008-a3429d976840,1979-08-26,,999-53-3764,S99917437,X22114139X,Mr.,Peter292,Orn563,,,S,white,nonhispanic,M,Charlemont  Massachusetts  US,186 Shanahan Village,Salem,Massachusetts,Essex County,,42.46359288644345,-70.912577297194,64270.60,0.00,14798
eac49859-512f-377f-2426-751cdfad4df1,1938-09-09,,999-18-8048,S99953777,X8656445X,Mr.,Curt84,Dibbert990,,,M,asian,nonhispanic,M,Palmer  Massachusetts  US,154 Leffler Road,Arlington,Massachusetts,Middlesex County,02474,42.45156896255037,-71.17441841396642,2077857.30,152603.70,151968
07b65ff0-cbea-d582-4021-6ecb28b8c30f,1957-09-08,,999-89-4964,S99988870,X68773683X,Mr.,Kenneth671,McLaughlin530,,,M,black,nonhispanic,M,Fall River  Massachusetts  US,532 Johnston Approach,Boston,Massachusetts,Suffolk County,02109,42.34565812951543,-71.06336304144591,2038625.76,4283.57,593137
2982817d-a8b4-ab01-7dff-bb71579639e1,1991-02-23,,999-62-4503,S99997521,X73215228X,Ms.,Yasmin241,Lebsack687,,,S,white,nonhispanic,F,Boston  Massachusetts  US,103 Raynor Mission,Melrose,Massachusetts,Middlesex County,,42.4097247051313,-71.03223248499864,1343515.29,25782.66,118354
abf0852a-3392-e9e4-17ca-214d11554724,1963-02-18,,999-24-1948,S99910248,X37649445X,Ms.,Agripina633,Senger904,,,S,black,nonhispanic,F,Williamsburg  Massachusetts  US,801 Rempel Brook,Arlington,Massachusetts,Middlesex County,,42.45761526906048,-71.20055820654711,2982920.90,378229.52,91322
0ed804c3-bfd8-dcf1-d397-199dd4d7dfe3,1966-09-01,,999-57-8100,S99980530,X28813846X,Mrs.,Tameka381,Dietrich576,,Carter549,M,white,nonhispanic,F,Topsfield  Massachusetts  US,954 King Bypass,Rehoboth,Massachusetts,Bristol County,,41.85682258549533,-71.199942079044,1573327.36,2251.05,83395
b47e2f14-af33-8f71-e836-40f2a6ceb83c,1954-07-24,2012-01-16,999-41-4641,S99959302,X15054164X,Ms.,Angelic427,Kuhic920,,,S,white,nonhispanic,F,Walpole  Massachusetts  US,129 Bashirian Course,New Bedford,Massachusetts,Bristol County,02748,41.70511413275557,-70.87713222323497,1494673.27,351470.98,82389
c8b4a737-2a8f-71d3-8900-b1d7339259c2,2001-09-21,,999-14-6252,S99917059,X14758031X,Mr.,Dean966,Brown30,,,,white,nonhispanic,M,Lynn  Massachusetts  US,258 Tillman Forge Unit 57,Yarmouth Port,Massachusetts,Barnstable County,02675,41.721246681773415,-70.25440853180189,433541.08,0.00,27789
b0293f14-a601-f6f6-a42c-f0459095a7df,1995-05-08,,999-87-9001,S99996272,X51282942X,Mr.,Lou594,Goyette777,,,M,white,nonhispanic,M,Norton  Massachusetts  US,328 Schaden Wynd Apt 14,Springfield,Massachusetts,Hampden County,01118,42.06072312302455,-72.5521911191761,379139.78,0.00,16367
24af7faf-98f3-c7ec-35f1-c0065efc14f5,1998-07-22,,999-99-6097,S99931998,X17679622X,Ms.,Eufemia350,Hane680,,,,white,nonhispanic,F,South Hadley  Massachusetts  US,543 McCullough Fort,Scituate,Massachusetts,Plymouth County,02066,42.196765345680284,-70.72318844680714,699219.85,131057.27,57024
4b13ad52-43a9-1ea0-cb68-657b33d5333b,1960-07-01,2015-04-07,999-74-4267,S99915107,X9470207X,Mr.,Trevor374,Rohan584,,,M,white,nonhispanic,M,Longmeadow  Massachusetts  US,799 Wilderman Camp,Westborough,Massachusetts,Worcester County,01581,42.25379884374821,-71.66220588579758,1422203.02,6830.50,112112
0217dc44-43f1-21d0-96a6-eea700ed7360,2014-10-07,,999-55-7472,,,,Margarito178,Crooks415,,,,white,nonhispanic,M,Dracut  Massachusetts  US,370 Satterfield Camp Unit 89,Grafton,Massachusetts,Worcester County,,42.24526662507185,-71.67654136665973,216092.15,90.60,494941
d8a54adc-058c-0fbb-15a4-7dda8117bde5,1947-12-10,,999-91-3454,S99911422,X62460482X,Mr.,Palmer257,Zulauf375,,,M,white,nonhispanic,M,Woburn  Massachusetts  US,1088 Mayer Road,Boston,Massachusetts,Suffolk County,02110,42.33692486568447,-71.12609648498629,1779343.98,64408.15,64031
f5df4713-202d-d2df-be4d-49a72542bc4f,1993-10-31,2002-05-11,999-38-5512,,,,Dorian295,Bernhard322,,,,white,nonhispanic,M,Sunderland  Massachusetts  US,778 Medhurst Boulevard Suite 12,Great Barrington,Massachusetts,Berkshire County,,42.269465738475226,-73.30881128628498,279214.81,698.51,149394
ef11f535-de36-7ac5-e0c7-34753329c370,2001-09-18,2021-09-13,999-80-5254,S99937128,,Ms.,Pearly845,Armstrong51,,,,white,nonhispanic,F,Burlington  Massachusetts  US,739 Stroman Manor,Boston,Massachusetts,Suffolk County,,42.24072892029695,-71.16756567932626,1094170.14,41548.68,19928
15e50ce4-0d0c-1c1c-e9af-ecb715e914c2,1993-10-31,,999-22-4844,S99948591,X17064611X,Mr.,Kendall673,Hudson301,,,S,white,nonhispanic,M,Acushnet Center  Massachusetts  US,1092 Bernier Green,Great Barrington,Massachusetts,Berkshire County,,42.24148529471667,-73.29407837278954,719215.41,4694.28,149394
9af71047-3e98-7216-2e4c-361d3b88dde2,1922-05-25,2014-10-17,999-95-9723,S99937019,X49738478X,Mrs.,Myong12,Leannon79,,Dicki44,M,white,nonhispanic,F,Attleboro  Massachusetts  US,937 Eichmann Lock Apt 61,Rowley,Massachusetts,Essex County,01969,42.768450592474366,-70.84206197931125,2791038.51,628091.72,882571
99aef2fc-766b-2e27-d17c-e73dd0e05e58,1973-08-01,,999-52-3503,S99960329,X81259357X,Mrs.,Porsche32,Schiller186,,Pollich983,M,white,nonhispanic,F,Somerville  Massachusetts  US,1090 Labadie Divide Suite 44,Raynham Center,Massachusetts,Bristol County,02768,41.93827455172589,-71.05009472285612,1587935.25,286118.69,148059
aed88814-61ea-1070-31ae-e440286e47eb,2001-09-18,,999-90-5877,S99916990,X12530830X,Ms.,Clarinda196,Shields502,,,,white,nonhispanic,F,South Hadley  Massachusetts  US,698 Gerlach Mission,Boston,Massachusetts,Suffolk County,02125,42.36128190961501,-71.13069809861818,234308.77,6222.57,19928
32fc78dd-a173-e524-3dd1-8c18526b5283,1960-07-01,,999-54-5136,S99962699,X81738637X,Mr.,Ross213,Pfeffer420,,,S,white,nonhispanic,M,New Bedford  Massachusetts  US,721 Breitenberg Byway Apt 31,Westborough,Massachusetts,Worcester County,01581,42.25292723611899,-71.62759727533235,2533822.54,104569.65,112112
3341a711-90a0-8560-072a-02098ea71e85,1976-02-24,,999-61-5368,S99972542,X88844673X,Mrs.,Nohemi878,Rice937,,Botsford977,M,white,nonhispanic,F,Hamilton  Massachusetts  US,1042 Hilll Manor,Leominster,Massachusetts,Worcester County,01420,42.54472324550929,-71.84874512038665,2057625.58,646099.01,140802
696aae41-a5d8-90c6-2d97-38fd72454d79,1954-07-24,2019-02-23,999-10-6935,S99988845,X15763390X,Ms.,Latina115,Kris249,,,S,white,nonhispanic,F,Boston  Massachusetts  US,827 Prosacco Wall Unit 83,New Bedford,Massachusetts,Bristol County,02748,41.6484440653493,-71.00738026232625,2138179.42,350537.42,82389
73cbd6e8-523a-11f8-06d4-01fb5055d7d9,2015-07-13,,999-84-6715,,,,Ambrose149,Breitenberg711,,,,white,nonhispanic,M,Fall River  Massachusetts  US,520 Barton Parade,Hanover,Massachusetts,Plymouth County,,42.11627106456157,-70.85021941750342,184309.15,15.60,94460
2875e238-dee5-b8a8-0377-9b639d52b873,2010-08-25,,999-48-5598,,,,Jan231,Hickle134,,,,white,nonhispanic,M,Acushnet Center  Massachusetts  US,1055 O'Connell Boulevard Apt 26,Agawam,Massachusetts,Hampden County,,42.08373385471173,-72.58441674298066,326623.59,20106.13,132257
e24bab61-ab59-b1b1-f5ed-e8b1c09194d9,1973-10-11,,999-25-9082,S99937257,X57970158X,Mrs.,Reina25,Barton704,,Brown30,M,white,nonhispanic,F,Revere  Massachusetts  US,424 Pfeffer Burg Unit 60,Somerville,Massachusetts,Middlesex County,02138,42.356130514443386,-71.08081729243337,1469165.74,140857.04,104210
63ba3803-c514-9167-21c6-b466e463bac3,2008-02-25,,999-32-1163,,,,Bruno518,Jakubowski832,,,,white,nonhispanic,M,Marlborough  Massachusetts  US,1097 Adams Knoll Apt 26,Hingham,Massachusetts,Plymouth County,,42.22439259941849,-70.89467519381981,351498.59,107.63,846895
f875eca1-c378-815a-9305-d812cb771eaf,2017-03-04,,999-86-5806,,,,Alphonse92,Hodkiewicz467,,,,white,nonhispanic,M,Worcester  Massachusetts  US,317 Rempel Passage Apt 61,Winchester,Massachusetts,Middlesex County,01890,42.445078665334705,-71.13309573894475,149291.34,818.13,62755
8b804f9a-b393-d380-0823-d183f27e623c,1956-09-03,,999-89-4382,S99939586,X20904617X,Mr.,Jarrod316,Boyle917,,,S,white,nonhispanic,M,Andover  Massachusetts  US,301 Koch Promenade,Gardner,Massachusetts,Worcester County,,42.56663914602127,-71.95657994673334,375812.31,112.37,18822
570b4f64-b3c0-510a-37c8-eaf8e33e9af3,2004-12-16,,999-81-4463,S99927173,,,Lola232,Heidenreich818,,,,white,nonhispanic,F,Malden  Massachusetts  US,814 Grady Course Unit 27,Orange,Massachusetts,Franklin County,,42.65448976998823,-72.27230348023127,481272.01,102513.73,32580
